sample;E;N;Z;E_rel;N_rel;Lat;Long;sio2;tio2;al2o3;fe2o3;mno;mgo;cao;na2o;k2o;p2o5;LOI;v;cr;co;ni;cu;zn;ga;rb;sr;y;zr;nb;ba;la;ce;sc;pb;th;as;s
;m;m;m;m;m;deg;deg;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm
V;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sample;Easting;Northing;Heigth;Easting_rel;Northing_rel;Latitude;Longitude;SiO2;TiO2;Al2O3;Fe2O3;MnO;MgO;CaO;Na2O;K2O;P2O5;LOI;V;Cr;Co;Ni;Cu;Zn;Ga;Rb;Sr;Y;Zr;Nb;Ba;La;Ce;Sc;Pb;Th;As;S
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reno110;707901.99;4896735.42;0;60958.69;21878.15;44.192465;11.600493;38.06;0.54;11.49;4.54;0.11;3.86;17.48;0.7;1.94;0.12;21.16;79;98;10;63;30;76;16;117;429;24;120;16;315;22;47;19;18;14;3;840
Reno111;708028.93;4897483.39;0;61085.63;22626.12;44.199156;11.602376;36.85;0.5;11.33;4.39;0.1;4.29;18.83;0.54;1.9;0.12;21.15;82;96;10;69;32;78;17;114;425;25;118;15;299;29;54;20;16;20;6;1510
Reno112;708912.95;4897446.31;0;61969.65;22589.04;44.19857;11.613413;41.82;0.43;9.52;3.31;0.1;4.04;18.65;1.02;1.69;0.11;19.31;62;71;3;44;33;66;12;92;342;19;166;13;303;22;41;18;30;10;4;830
Reno113;708682.97;4899026.32;0;61739.67;24169.05;44.212846;11.611166;52.77;0.6;13.5;4.11;0.11;4.27;9.72;1.28;2.31;0.2;11.13;72;84;9;47;16;59;12;101;173;25;168;14;350;28;50;17;19;14;11;330
Reno114;710027.1;4899102.45;0;63083.8;24245.18;44.213145;11.628004;46.38;0.61;13.55;4.71;0.12;4.15;11.76;0.79;2.24;0.18;15.51;83;100;11;65;31;78;15;118;230;27;158;16;336;24;46;18;21;13;8;430
Reno115;709447.97;4900126.23;0;62504.67;25268.96;44.222519;11.621171;38.86;0.5;11.14;4.16;0.11;3.82;18.61;0.64;1.88;0.14;20.14;71;88;9;63;34;73;13;98;357;18;112;12;323;22;43;22;18;6;4;1080
Reno116;711666.01;4901086.07;0;64722.71;26228.8;44.230511;11.649298;50.82;0.66;12.43;4.26;0.12;4.15;11.83;1.13;2.06;0.19;12.35;82;96;10;50;24;65;13;101;257;32;264;16;325;34;69;17;12;15;7;570
Reno117;710201.01;4901164.15;0;63257.71;26306.88;44.231637;11.631005;48.45;0.65;13.35;4.83;0.13;4.25;11.58;0.93;2.22;0.19;13.42;86;99;12;57;29;93;16;97;214;29;180;15;314;30;54;18;18;10;8;650
Reno118;710567.03;4901736.18;0;63623.73;26878.91;44.236676;11.635813;48.7;1.07;12.4;5.35;0.17;4.31;13.74;1.06;1.95;0.23;11.02;87;130;8;46;21;70;16;80;248;49;462;17;286;46;100;22;13;19;6;630
Reno119;712103.03;4903450.03;0;65159.73;28592.76;44.251644;11.655721;40.45;0.56;11.76;4.59;0.22;4.07;16.7;0.56;1.93;0.2;18.96;82;99;10;67;39;122;15;105;418;29;180;15;306;28;55;19;24;9;15;900
Reno120;712609.51;4901860.03;0;65666.21;27002.76;44.237197;11.661413;48.77;0.7;12.21;4.23;0.13;4.89;13.73;1.23;2.02;0.2;11.89;74;108;10;49;25;58;15;86;258;28;219;15;324;33;65;20;15;19;4;870
Reno121;712080.98;4902552.99;0;65137.68;27695.72;44.243583;11.655082;48.68;0.58;11.88;4.05;0.11;3.92;12.86;1.2;2.04;0.16;14.52;73;83;8;49;25;65;17;105;323;29;210;15;338;26;46;14;19;9;2;750
Reno122;713324.04;4904849.91;0;66380.74;29992.64;44.263877;11.671569;39.87;0.58;11.61;4.61;0.12;2.87;17.11;0.45;1.76;0.13;20.89;88;106;11;64;24;80;16;106;574;23;171;15;250;30;56;20;9;9;3;2380
Reno123;715133.02;4904996.7;0;68189.72;30139.43;44.264665;11.694268;43.2;0.6;12.21;4.83;0.12;2.97;15.69;0.54;1.85;0.17;17.82;83;106;11;62;27;79;14;96;497;25;180;13;289;29;53;21;12;7;8;2940
Reno124;715383.08;4905396.67;0;68439.78;30539.4;44.268188;11.697562;48.63;0.6;11.46;4.13;0.11;3.77;13.25;1.19;1.95;0.18;14.73;73;85;8;51;22;67;12;104;328;26;220;15;329;30;60;17;19;11;12;930
Reno125;716254.03;4905330.63;0;69310.73;30473.36;44.267336;11.708435;40.58;0.54;11.04;4.31;0.14;3.21;17.86;0.63;1.67;0.19;19.83;74;90;10;58;26;78;15;88;412;24;148;12;273;24;46;19;18;6;4;1350
Reno126;719933.1;4905105.31;0;72989.8;30248.04;44.264208;11.754383;39.61;0.56;11.48;4.4;0.13;3.73;17.81;0.57;1.84;0.15;19.72;79;92;11;59;31;73;15;98;434;25;154;15;298;29;53;21;12;9;23;940
Reno127;716749.01;4901247.22;0;69805.71;26389.95;44.230467;11.71294;49.52;0.65;11.32;3.87;0.12;4.05;13.85;1.23;1.86;0.17;13.36;70;87;6;47;16;57;10;97;328;32;278;15;301;34;74;15;21;16;8;690
Reno128;713389.01;4898765.92;0;66445.71;23908.65;44.209143;11.669905;42.16;0.54;11.17;4.02;0.11;3.79;17.48;0.84;1.89;0.13;17.87;68;84;9;54;27;65;15;102;357;24;164;15;326;21;44;21;11;3;7;660
Reno129;710276.01;4894059.18;0;63332.71;19201.91;44.167716;11.629098;38.7;0.52;10.29;3.86;0.11;3.47;20.55;0.8;1.76;0.12;19.82;67;82;6;56;27;60;15;102;468;23;178;15;302;16;30;18;21;8;5;700
Reno130;711683.05;4896087;0;64739.75;21229.73;44.185547;11.647495;35.33;0.51;10.81;4.07;0.11;3.8;21.55;0.54;1.79;0.12;21.37;69;89;8;63;34;67;13;95;413;20;124;12;295;25;44;23;18;10;14;800
Reno131;718200.11;4905975.43;0;71256.81;31118.16;44.272554;11.733059;43.01;0.59;12.37;4.55;0.12;3.92;14.98;0.72;2;0.18;17.56;84;102;10;61;31;87;15;100;332;23;153;14;319;30;56;20;22;13;12;1210
Reno132;725284.8;4910237.92;0;78341.5;35380.65;44.308725;11.823563;47.43;0.6;11.45;4.13;0.11;3.34;14.17;1;1.79;0.16;15.82;73;92;9;51;38;69;12;101;338;29;252;15;321;25;49;19;15;11;2;750
Reno133;714397.03;4905642.86;0;67453.73;30785.59;44.270693;11.685322;46.75;0.52;10.2;3.99;0.12;3.26;15.96;1.05;1.69;0.15;16.31;71;102;11;53;21;71;11;89;364;25;181;14;309;19;39;28;18;8;11;900
Reno134;716096.07;4905889.64;0;69152.77;31032.37;44.27241;11.706689;45.75;0.53;11.37;4.5;0.12;3.66;14.4;0.9;1.88;0.17;16.72;83;104;10;64;37;89;17;101;337;20;148;14;295;29;56;29;21;10;4;710
Reno135;719141.12;4904486.39;0;72197.82;29629.12;44.258881;11.744213;46.69;0.5;11.02;4.31;0.13;3.28;14.81;0.98;1.76;0.15;16.37;79;101;16;64;34;72;12;94;348;25;126;12;330;23;49;27;15;8;5;680
Reno136;719162.11;4902967.31;0;72218.81;28110.04;44.245214;11.74384;44.88;0.54;12.07;4.54;0.11;3.83;13.79;0.86;2.05;0.14;17.19;85;99;11;66;28;80;17;108;481;22;147;13;360;28;47;24;15;11;4;710
Reno137;721011.92;4904628.64;0;74068.62;29771.37;44.259595;11.767682;46.5;0.53;10.29;3.62;0.13;3.51;17.1;1.09;1.69;0.17;15.37;63;93;10;48;22;53;12;74;336;24;230;14;328;28;54;26;23;5;12;420
Reno138;723536.16;4908821.85;0;76592.86;33964.58;44.296531;11.801059;54.39;0.59;13.54;3.79;0.12;2.65;9.91;1.01;1.89;0.14;11.97;71;96;9;45;28;59;12;91;210;23;194;14;357;30;57;20;15;10;11;150
Reno139;700992.42;4886260.74;0;54049.12;11403.47;44.100185;11.510118;42.2;0.55;12.35;4.65;0.14;3.41;17.77;1.05;2.03;0.02;15.83;73;89;9;57;32;100;2;68;256;14;61;7;572;19;52;6;8;50;19;1103
Reno140;701240.47;4885229.58;0;54297.17;10372.31;44.090842;11.512821;50.29;0.5;11.86;4.32;0.13;3;13.38;1.44;1.83;0.09;13.16;75;89;8;51;54;95;2;87;312;20;135;10;621;25;68;4;13;31;2;771
Reno141;709329.52;4892051.38;0;62386.22;17194.11;44.14993;11.616473;40.64;0.58;13.67;5.41;0.13;4.63;12.39;0.89;2.41;0.11;19.14;113;135;14;88;38;134;2;149;365;17;75;12;374;25;52;8;14;41;11;655
Reno142;709471.38;4893094.17;0;62528.08;18236.9;44.159268;11.61866;39.88;0.59;14.03;5.51;0.13;4.49;12.84;0.73;2.43;0.12;19.25;112;137;16;87;40;131;0;149;365;17;75;8;363;24;48;2;14;42;11;655
Reno143;720468.94;4910536.06;0;73525.64;35678.79;44.312882;11.763379;50.64;0.5;10.82;4.01;0.13;3.74;11.83;1.57;1.87;0.11;14.78;61;97;6;64;24;89;0;75;265;13;105;7;558;23;44;2;10;26;2;1079
Reno144;721366.85;4911232.63;0;74423.55;36375.36;44.318873;11.77492;42.38;0.55;11.91;4.51;0.13;3.87;15;1.08;1.99;0.1;18.48;82;105;14;67;33;105;2;108;339;18;124;9;379;18;57;4;14;40;2;2370
Reno145;705227.68;4896618.94;0;58284.38;21761.67;44.192174;11.567017;39.54;0.61;13.61;5.74;0.13;4.62;13.12;0.77;2.51;0.14;19.21;122;137;18;87;38;111;2;158;388;25;78;11;305;26;87;4;12;46;5;744
Reno146;702625.91;4885995.92;0;55682.61;11138.65;44.097353;11.530405;42.4;0.53;12;4.39;0.12;3.91;14;1.12;1.98;0.12;19.43;84;114;9;57;31;93;0;103;325;22;125;8;378;26;54;6;13;32;3;2378
Reno147;702522.46;4884935.31;0;55579.16;10078.04;44.087842;11.528707;47.02;0.53;12.4;4.5;0.13;3.26;15.41;1.21;1.97;0.08;13.49;73;102;8;55;27;94;0;83;299;14;110;7;596;22;50;2;9;15;9;1240
Reno148;704131.05;4896278.45;0;57187.75;21421.18;44.189419;11.553176;43.88;0.51;11.39;3.69;0.11;3.85;14.01;1.27;1.85;0.11;19.33;69;103;9;51;27;77;0;101;318;20;125;7;380;24;62;6;8;34;2;2058
Reno149;702479.93;4888788.81;0;55536.63;13931.54;44.122514;11.529655;46.48;0.53;12.62;4.46;0.13;3.07;15.17;1.26;1.93;0.09;14.26;82;103;9;55;24;101;0;79;297;14;139;7;568;30;53;8;9;11;2;943
Reno150;701678.29;4888976.22;0;54734.99;14118.95;44.124421;11.519717;46.78;0.53;12.35;4.34;0.12;3.09;14.76;1.26;1.92;0.07;14.78;74;104;9;52;29;99;0;90;312;18;141;7;561;18;59;3;6;26;2;1033
Reno151;712866.79;4909988.48;0;65923.49;35131.21;44.310223;11.667939;44.55;0.48;10.77;3.83;0.12;3.77;14.25;1.27;1.8;0.1;19.06;66;90;10;49;17;64;0;75;265;13;105;7;397;33;63;2;10;26;2;1797
Reno152;715106.55;4900233.18;0;68163.25;25375.91;44.221834;11.691981;43.67;0.56;12.38;4.9;0.14;3.86;15.78;1;2.09;0.11;15.51;86;112;14;72;42;116;0;48;699;6;2;4;417;30;64;5;2;22;2;2410
Reno153;701677.99;4888975.44;0;54734.69;14118.17;44.124414;11.519713;44.48;0.61;13.45;5.03;0.14;3.51;15.61;0.99;2.09;0.09;14;96;122;12;59;26;79;0;57;195;11;53;7;446;15;76;16;6;27;2;783
Reno154;704794.77;4888855.08;0;57851.47;13997.81;44.122466;11.558584;47.16;0.54;12.96;4.59;0.13;3.22;14.41;1.16;2.01;0.08;13.74;85;99;8;50;24;76;0;87;295;17;153;6;587;20;44;7;10;59;2;745
Reno155;714574.61;4899429.5;0;67631.31;24572.23;44.214763;11.685;43.66;0.59;12.94;4.91;0.13;4.41;14.52;0.95;2.27;0.09;15.53;95;123;13;70;32;109;0;95;300;18;96;7;406;23;51;9;9;47;21;1487
Reno156;703114.83;4895419.64;0;56171.53;20562.37;44.181978;11.540141;46.19;0.53;12.15;3.94;0.12;3.97;14.58;1.3;1.96;0.12;15.14;70;112;9;51;24;81;0;64;217;14;91;7;382;24;80;8;6;33;13;2044
Reno157;710939.44;4908653.31;0;63996.14;33796.04;44.298777;11.64326;41.93;0.61;12.59;4.99;0.13;4.03;17.19;0.99;2.16;0.1;15.28;89;118;14;72;37;122;0;107;362;22;143;7;430;35;47;4;19;62;8;2037
Reno158;702456.99;4895215.1;0;55513.69;20357.83;44.180321;11.53184;40.05;0.59;13.99;5.4;0.13;4.52;12.76;0.81;2.41;0.1;19.24;120;141;18;83;38;112;0;134;344;20;100;8;379;25;72;5;8;33;2;574
Reno159;712890.73;4897989.4;0;65947.43;23132.13;44.202305;11.66336;42;0.56;12.68;4.72;0.13;3.86;15.23;0.98;2.02;0.12;17.7;93;122;10;70;34;113;0;74;243;12;62;8;419;31;30;9;13;45;11;2368
Reno160;709574.97;4891066.62;0;62631.67;16209.35;44.141003;11.619147;39.94;0.6;14.06;5.53;0.13;4.47;12.82;0.75;2.43;0.14;19.13;120;145;19;86;36;112;0;131;310;15;53;8;358;26;58;15;13;36;8;728
Reno161;702506.05;4884929.47;0;55562.75;10072.2;44.087794;11.5285;44.09;0.6;12.51;4.88;0.13;4.09;15.21;1.09;2.16;0.1;15.14;93;112;12;62;25;81;0;83;299;14;110;7;418;43;43;10;9;14;7;2151
Reno162;705938.23;4896534.11;0;58994.93;21676.84;44.191211;11.575866;39.86;0.6;13.48;5.68;0.13;4.58;13.03;0.79;2.5;0.12;19.23;123;152;14;93;48;142;0;159;393;24;78;8;320;26;80;16;7;64;2;990
Reno163;700330.11;4900383.33;0;53386.81;25526.06;44.227393;11.507229;31.08;0.38;8.19;3.3;0.1;2.8;22.26;0.78;1.35;0.08;29.68;59;61;5;74;20;67;2;79;607;10;23;6;313;19;43;2;6;51;2;3169
Reno164;704622.76;4904104.67;0;57679.46;29247.4;44.259671;11.562376;41.84;0.56;12.23;4.83;0.14;3.98;15.53;1;2.05;0.11;17.73;86;102;14;70;32;110;2;76;266;18;110;11;389;25;56;2;15;46;15;2404
Reno165;702639.28;4898223.62;0;55695.98;23366.35;44.20733;11.535279;42.09;0.51;11.91;4.49;0.13;3.29;17.19;1.03;1.93;0.03;17.4;78;91;11;56;34;100;0;84;314;18;129;6;435;27;49;2;9;37;2;1045
Reno166;701894.29;4898355.21;0;54950.99;23497.94;44.20872;11.526014;45.58;0.52;12.12;4.4;0.13;3.2;15.25;1.23;1.9;0.11;15.56;72;102;8;54;25;101;2;84;314;18;129;7;593;27;43;6;8;36;2;992
Reno167;704097.9;4904788.32;0;57154.6;29931.05;44.265967;11.556074;45.49;0.55;11.4;4.44;0.14;3.95;15.19;1.23;1.97;0.12;15.52;70;89;10;57;28;98;2;106;349;20;113;7;391;27;66;2;16;34;11;1776
Reno168;692685.36;4882123.66;0;45742.06;7266.39;44.065203;11.404916;39.02;0.55;12.23;4.76;0.12;3.51;15.73;0.85;1.8;0.13;21.3;92;92;15;61;25;92;0;93;321;18;84;8;363;18;51;3;6;45;1;1007
Reno169;709183.78;4907060.5;0;62240.48;32203.23;44.284959;11.620637;42.62;0.58;12.78;4.97;0.13;3.96;15.52;0.96;2.14;0.1;16.24;99;120;11;69;30;100;0;117;358;18;106;8;443;22;41;4;9;51;2;1875
Reno170;700460.04;4900845.7;0;53516.74;25988.43;44.231516;11.509031;31.35;0.38;8.17;3.04;0.11;2.76;22.74;0.69;1.29;0.06;29.41;63;64;4;81;29;93;0;72;610;13;23;6;333;18;40;2;6;25;16;3197
Reno171;698922.52;4894529.79;0;51979.22;19672.52;44.175128;11.487404;34.03;0.48;10.19;3.96;0.11;3.5;19.41;0.96;1.67;0.08;25.61;76;88;9;57;32;97;0;95;292;16;106;7;339;23;41;2;2;33;3;1368
Reno172;699934.23;4896471.88;0;52990.93;21614.61;44.19232;11.500787;32.24;0.47;9.52;3.94;0.12;3.49;20.43;0.94;1.64;0.11;27.1;71;83;9;64;26;99;0;95;305;15;113;6;324;21;45;2;12;43;10;1209
Reno173;709808.15;4907372.14;0;62864.85;32514.87;44.287582;11.628579;42.13;0.59;13.21;5.03;0.13;4.03;15.4;0.97;2.19;0.08;16.24;104;124;12;74;41;125;0;80;250;14;54;8;431;11;53;15;7;46;7;1954
Reno174;694621.37;4884195.23;0;47678.07;9337.96;44.083326;11.429831;38.11;0.54;12.11;4.7;0.12;3.43;16.39;0.81;1.77;0.13;21.89;94;92;11;66;30;119;0;92;306;14;77;7;392;24;59;5;12;26;6;964
Reno175;701896.87;4902138.9;0;54953.57;27281.63;44.242751;11.527503;43.05;0.61;12.97;5.05;0.13;4.1;15.61;0.95;2.21;0.13;15.19;100;129;13;82;46;126;0;93;275;16;72;6;418;32;53;11;15;49;3;1803
Reno176;695332.39;4891097.36;0;48389.09;16240.09;44.145222;11.44126;19.84;0.28;6.35;2.11;0.11;2.28;32.7;0.56;0.98;0.01;34.79;41;47;2;35;28;69;0;88;278;14;83;6;311;6;35;2;11;42;6;2422
Reno177;696456.75;4889999.87;0;49513.45;15142.6;44.135049;11.454896;19.14;0.29;5.99;2.11;0.11;2.27;33.61;0.6;0.97;0.01;34.91;41;50;2;38;27;72;0;45;730;7;2;5;337;2;39;2;2;44;3;2073
Reno178;702423.18;4901747.76;0;55479.88;26890.49;44.239087;11.533937;41.34;0.45;10.63;3.56;0.11;3.78;13.06;1.18;1.73;0.1;24.06;67;86;5;48;24;85;0;77;272;18;92;8;429;19;57;4;10;24;7;1698
Reno179;705357.36;4901167.56;0;58414.06;26310.29;44.233048;11.570418;42.88;0.6;12.71;5.17;0.14;4.15;14.85;1;2.23;0.09;16.18;99;120;11;70;29;97;0;110;325;16;108;7;420;27;51;8;11;38;2;1524
Reno180;710092.08;4907648.66;0;63148.78;32791.39;44.289987;11.632245;36.44;0.37;9.93;3.05;0.09;3.49;11.34;1.08;1.53;0.08;32.6;64;73;6;49;12;75;0;94;314;16;103;7;355;20;32;2;6;18;5;1226
Reno181;681848.07;4923582.08;0;34904.77;48724.81;44.440927;11.284105;53.58;0.53;13.03;4.33;0.12;3.18;10.81;1.21;1.93;0.12;11.16;75;96;10;56;30;101;12;82;253;18;145;8;374;21;47;15;23;13;5;1020
Reno182;681278.96;4920968.62;0;34335.66;46111.35;44.41756;11.276046;55.18;0.55;14.01;4.39;0.1;3.42;8.27;1.41;2.09;0.14;10.44;79;98;10;63;31;125;20;94;238;22;153;12;367;21;43;14;25;14;2;730
Reno183;680875.8;4918866.86;0;33932.5;44009.59;44.398754;11.270254;56.76;0.47;12.16;4.03;0.11;2.7;9.3;1.47;1.79;0.1;11.12;65;106;9;51;33;96;8;83;272;23;181;10;590;23;40;15;23;8;2;1040
Reno184;679091.28;4917668.19;0;32147.98;42810.92;44.388414;11.24745;55.32;0.52;13.79;4.34;0.11;3.2;9.06;1.25;2.05;0.12;10.26;73;88;10;55;33;111;10;89;221;17;107;10;357;23;40;15;25;7;2;800
Reno185;678290.68;4916390.03;0;31347.38;41532.76;44.377113;11.236968;54.38;0.53;13.57;4.78;0.13;3.18;9.28;1.23;2.18;0.14;10.61;78;97;13;64;39;124;0;106;270;22;139;13;380;21;45;14;22;5;6;870
Reno186;677129.84;4915556.96;0;30186.54;40699.69;44.369903;11.222124;53.78;0.56;13.72;4.8;0.13;3.23;9.79;1.23;2.2;0.13;10.44;78;100;11;63;43;120;15;94;256;21;132;10;388;22;65;16;28;4;2;880
Reno187;681488.36;4927437.61;0;34545.06;52580.34;44.4757;11.280939;55.58;0.43;11.34;3.81;0.12;2.52;11.6;1.28;1.85;0.1;11.35;54;99;8;49;25;73;11;60;217;15;102;6;431;23;37;13;17;7;3;960
Reno188;681892.14;4925874.89;0;34948.84;51017.62;44.461541;11.285463;51.64;0.42;11.51;4.21;0.16;2.54;13.35;1.12;1.82;0.09;13.14;59;94;10;51;33;73;7;84;351;20;118;9;512;23;25;14;21;4;3;1060
Reno189;681811.21;4922046.52;0;34867.91;47189.25;44.427123;11.283104;55.38;0.33;10.25;3.7;0.13;2.27;12.46;1.31;1.79;0.07;12.29;47;77;6;45;28;72;10;80;323;20;111;8;335;17;32;14;23;9;2;1320
Reno190;675981.49;4914563.38;0;29038.19;39706.11;44.361244;11.207386;52.58;0.55;13.61;4.96;0.14;3.15;10.81;1.15;2.14;0.14;10.78;78;97;14;61;38;112;17;95;293;23;156;12;525;28;44;18;21;9;5;1320
Reno191;676384.42;4914112.72;0;29441.12;39255.45;44.357092;11.212286;55.59;0.6;14.34;4.76;0.1;3.5;7.73;1.27;2.23;0.16;9.72;80;106;11;67;40;138;13;110;252;26;176;13;339;26;50;15;26;13;8;850
Reno192;676175.79;4914112.76;0;29232.49;39255.49;44.357143;11.20967;55.57;0.61;14.44;4.8;0.1;3.52;7.81;1.29;2.28;0.16;9.44;82;108;13;64;39;160;15;95;207;20;136;11;355;25;65;13;25;6;5;830
Reno193;676249.86;4913037.74;0;29306.56;38180.47;44.347454;11.210235;56.32;0.55;13.31;4.94;0.15;2.87;8.2;1.32;2.16;0.12;10.07;83;107;13;59;40;116;13;92;222;20;124;9;436;23;56;16;22;5;3;690
Reno194;675684.86;4911507.67;0;28741.56;36650.4;44.333826;11.202636;53.86;0.56;14.26;4.4;0.1;3.47;5.77;1.29;2.14;0.13;14.03;81;97;11;57;29;131;11;103;192;20;152;11;353;26;50;11;23;7;3;500
Reno195;674683.89;4911149.93;0;27740.59;36292.66;44.330849;11.18997;57.06;0.58;14.73;4.85;0.12;3.43;7.02;1.35;2.28;0.14;8.44;80;101;13;59;36;121;15;94;200;20;129;10;393;27;57;14;20;4;8;580
Reno196;681874.69;4928522.83;0;34931.39;53665.56;44.485365;11.286174;53.79;0.5;12.74;4.28;0.12;3.02;10.8;1.22;1.96;0.12;11.46;72;93;9;59;30;103;20;84;266;22;121;9;366;21;45;16;23;9;5;900
Reno197;681160.68;4929616.45;0;34217.38;54759.18;44.495382;11.277585;52.72;0.45;11.9;4.04;0.13;2.83;12.63;1.17;1.88;0.1;12.15;60;102;8;54;29;85;10;86;325;21;122;9;464;16;40;14;22;9;3;760
Reno198;682381.69;4931443.4;0;35438.39;56586.13;44.511509;11.293575;52.12;0.4;11.1;3.61;0.14;2.53;14.28;1.32;1.93;0.12;12.45;55;89;7;55;33;75;11;69;284;16;96;6;464;13;41;17;21;7;4;740
Reno199;683814.66;4936132.36;0;36871.36;61275.09;44.553324;11.313259;52.86;0.43;11.68;3.77;0.13;2.66;13.03;1.34;1.99;0.12;11.98;57;81;7;48;33;83;10;79;290;17;124;8;348;21;41;17;23;5;9;610
Reno200;683531.68;4934035.35;0;36588.38;59178.08;44.534533;11.308953;54.07;0.36;10.35;3.62;0.13;2.18;13.6;1.27;1.78;0.09;12.56;50;87;8;49;30;69;8;75;330;23;145;6;447;22;46;15;22;8;4;590
Reno201;674250.03;4910257.22;0;27306.73;35399.95;44.322922;11.184234;57.6;0.59;14.66;4.93;0.13;3.34;6.65;1.32;2.31;0.13;8.35;83;108;15;62;35;121;14;98;191;21;126;11;407;26;51;13;21;8;6;580
Reno202;672966.71;4909094.26;0;26023.41;34236.99;44.312766;11.167766;57.6;0.58;14.53;4.95;0.13;3.21;6.4;1.34;2.24;0.12;8.89;87;105;14;64;42;133;16;94;187;20;129;11;404;25;60;15;21;10;8;490
Reno203;672323.02;4908264.95;0;25379.72;33407.68;44.305458;11.159427;57.71;0.62;15.28;5.01;0.11;3.52;6.05;1.34;2.38;0.15;7.83;82;104;13;62;40;136;16;100;175;21;138;11;385;26;54;13;28;7;2;520
Reno204;670471.98;4907847.66;0;23528.68;32990.39;44.30214;11.1361;58.52;0.6;14.85;4.85;0.11;3.41;5.7;1.43;2.31;0.13;8.08;85;101;13;63;44;138;14;92;160;20;136;10;384;26;52;12;25;7;6;510
Reno205;669173.24;4907286.99;0;22229.94;32429.72;44.297399;11.119648;57.28;0.62;15.35;5.06;0.12;3.48;5.83;1.27;2.39;0.14;8.47;90;112;15;66;39;143;17;83;141;17;99;10;378;28;50;15;30;9;2;520
Reno206;669005.2;4906733.9;0;22061.9;31876.63;44.292462;11.117364;55.54;0.56;14.53;4.53;0.1;3.2;5.05;1.32;2.15;0.13;12.89;87;101;13;58;31;123;14;101;170;19;134;12;354;26;55;12;20;4;4;370
Reno207;668738.97;4904207.71;0;21795.67;29350.44;44.269796;11.113214;58.08;0.64;16.14;5.3;0.11;3.7;5.87;1.23;2.52;0.15;6.29;92;116;15;68;43;141;17;101;163;17;108;10;364;26;64;17;27;9;6;440
Reno208;669287.6;4904258.54;0;22344.3;29401.27;44.270126;11.1201;55.44;0.73;17.47;6.44;0.17;2.72;3.79;0.75;2.5;0.12;9.87;120;111;20;69;47;108;19;130;191;24;118;14;229;31;96;16;21;11;4;570
Reno209;668907.57;4905065.02;0;21964.27;30207.75;44.27747;11.115602;55.13;0.65;16.02;5.47;0.12;3.38;6.2;1.1;2.51;0.12;9.3;93;113;15;68;40;128;16;104;183;21;153;12;385;24;68;15;25;8;2;530
Reno210;668928.73;4905498.6;0;21985.43;30641.33;44.281366;11.116007;58.46;0.62;15.19;4.89;0.09;3.57;5.49;1.38;2.36;0.15;7.8;89;112;14;63;40;149;17;97;163;19;147;12;375;20;56;14;26;9;3;460
Reno211;668526.36;4905703.87;0;21583.06;30846.6;44.283306;11.111034;55.54;0.59;14.56;4.9;0.1;3.52;7.5;1.28;2.38;0.14;9.5;83;104;13;64;38;136;16;104;207;20;142;12;376;25;45;11;21;12;5;680
Reno212;681848.07;4923582.08;0;34904.77;48724.81;44.440927;11.284105;43.73;0.35;8.35;3.22;0.13;2.26;19.71;1.02;1.7;0.1;19.44;50;80;8;56;32;72;9;65;204;16;105;9;543;20;61;19;20;4;3;710
Reno213;681217.03;4920960.56;0;34273.73;46103.29;44.417503;11.275266;62.93;0.29;9.74;2.64;0.09;1.5;9.24;1.56;2.28;0.09;9.64;35;53;6;29;19;47;7;79;242;17;87;7;357;19;17;9;20;6;2;480
Reno214;681427.59;4926111.93;0;34484.29;51254.66;44.46379;11.279711;51.84;0.41;9.2;3.16;0.1;1.87;19.12;1.15;1.9;0.14;11.1;49;81;7;55;65;117;12;82;461;19;204;8;905;26;54;19;97;7;8;810
Reno215;680202.84;4925167.34;0;33259.54;50310.07;44.455599;11.263998;55.46;0.36;10.57;2.89;0.09;1.81;11.34;1.3;2.06;0.12;14.01;49;61;8;46;42;63;7;98;352;19;152;9;565;28;38;13;25;13;5;450
Reno216;678987.18;4924852.44;0;32043.88;49995.17;44.453068;11.248621;35.84;0.37;8.63;3.02;0.1;2.58;23.55;0.69;1.51;0.13;23.58;61;90;8;84;51;68;12;75;622;20;128;9;722;22;35;23;15;5;2;760
Reno217;678876.33;4924293.58;0;31933.03;49436.31;44.448068;11.247036;39.94;0.38;9.1;3.19;0.11;2.68;21.98;0.72;1.56;0.14;20.21;55;95;8;77;53;61;11;77;605;20;115;8;547;23;51;23;19;6;6;570
Reno218;679806.53;4924609.56;0;32863.23;49752.29;44.45068;11.258827;40.67;0.39;9.78;3.42;0.11;2.73;17.86;0.77;1.57;0.12;22.57;62;90;9;77;43;64;10;84;559;23;134;9;529;21;58;17;19;8;4;430
