sample;E;N;Z;E_rel;N_rel;Lat;Long;sio2;tio2;al2o3;fe2o3;mno;mgo;cao;na2o;k2o;p2o5
;m;m;m;m;m;deg;deg;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc
V;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+
;;;;;;;;;;;;;;;;;
Sample;Easting;Northing;Heigth;Easting_rel;Northing_rel;Latitude;Longitude;SiO2;TiO2;Al2O3;Fe2O3;MnO;MgO;CaO;Na2O;K2O;P2O5
;;;;;;;;;;;;;;;;;
Reno001;704050.96;4915166.82;0;57107.66;40309.55;44.359324;11.559543;40.72;0.5;12.19;5.73;0.19;3.39;14.79;0.66;2.02;0.1
Reno002;703211.21;4914672.87;0;56267.91;39815.6;44.355117;11.548823;47.82;0.56;14.18;5.53;0.13;2.97;10.15;0.63;2.3;0.08
Reno003;704043.9;4913712.83;0;57100.6;38855.56;44.346249;11.558885;41.84;0.5;13.58;4.64;0.08;2.89;9.17;0.56;1.99;0.08
Reno004;703151.94;4913582.85;0;56208.64;38725.58;44.34533;11.547655;48.14;0.64;16.82;6.14;0.08;2.99;6.13;0.49;2.71;0.06
Reno005;701222.87;4914409.05;0;54279.57;39551.78;44.353298;11.523796;48.96;0.55;13.71;5.45;0.13;2.97;10.4;0.71;2.25;0.08
Reno006;702875.88;4912788.86;0;55932.58;37931.59;44.338266;11.543886;45.66;0.6;14.8;5.65;0.12;2.97;10.3;0.53;2.28;0.07
Reno007;702875.93;4911897.82;0;55932.63;37040.55;44.330252;11.54354;44.05;0.59;15.83;6;0.15;2.99;8.85;0.41;2.57;0.08
Reno008;702049.91;4912140.97;0;55106.61;37283.7;44.332669;11.533284;46.75;0.6;15.37;5.61;0.11;2.97;8.88;0.51;2.41;0.07
Reno009;700557.89;4912740.09;0;53614.59;37882.82;44.338471;11.514818;43.53;0.57;14.28;6.05;0.13;2.85;13.92;0.45;2.4;0.06
Reno010;701530.92;4911476.96;0;54587.62;36619.69;44.326841;11.526524;46.62;0.53;14.51;5.03;0.11;2.8;9.26;0.57;2.23;0.07
Reno011;700270.91;4910676.08;0;53327.61;35818.81;44.319986;11.510429;45.7;0.54;13.93;5.33;0.14;2.62;11.87;0.52;2.21;0.05
Reno012;699670.84;4910158.08;0;52727.54;35300.81;44.315492;11.502713;41.95;0.57;14.44;5.31;0.12;3.11;10.96;0.51;2.36;0.07
Reno013;700578.9;4908617.99;0;53635.6;33760.72;44.30139;11.513497;44.06;0.58;14.86;5.58;0.12;3.28;10.75;0.53;2.5;0.07
Reno014;699022.84;4910417.17;0;52079.54;35559.9;44.318;11.494694;46.55;0.55;14.24;5.16;0.13;3.02;10.84;0.56;2.28;0.07
Reno015;698333.86;4911000.27;0;51390.56;36143;44.323433;11.486284;52.33;0.51;14.08;4.83;0.12;2.72;9.37;0.79;2.43;0.08
Reno016;698157.89;4911784.2;0;51214.59;36926.93;44.330532;11.484377;49.32;0.53;13.68;5.19;0.12;2.77;10.55;0.76;2.35;0.08
Reno017;698365.88;4910563.19;0;51422.58;35705.92;44.319493;11.486519;48.64;0.51;13.92;4.67;0.15;3.05;11.77;0.74;2.35;0.09
Reno018;698219.87;4910174.2;0;51276.57;35316.93;44.316034;11.484542;47.7;0.6;16.47;6.23;0.09;2.65;6.5;0.4;2.42;0.07
Reno019;698171.82;4908991.24;0;51228.52;34133.97;44.305407;11.483491;47.78;0.65;16.39;6.28;0.15;3.09;7.01;0.54;2.61;0.08
Reno020;697652.88;4910190.28;0;50709.58;35333.01;44.316333;11.477445;44.94;0.55;14.38;5.33;0.12;2.78;11.27;0.47;2.17;0.06
Reno021;696728.8;4910855.38;0;49785.5;35998.11;44.322566;11.466119;47.49;0.54;14.06;4.89;0.13;3.09;10.95;0.71;2.37;0.08
Reno022;696374.82;4912027.34;0;49431.52;37170.07;44.333203;11.462125;45.53;0.52;13.57;5.15;0.14;3.05;12.9;0.68;2.3;0.08
Reno023;696160.81;4909364.32;0;49217.51;34507.05;44.309308;11.458442;45.33;0.59;15.29;5.88;0.11;2.92;10.21;0.49;2.35;0.07
Reno024;695414.84;4909234.38;0;48471.54;34377.11;44.30834;11.449049;42.36;0.58;14.2;5.58;0.12;2.93;13.14;0.56;2.24;0.07
Reno025;695500.81;4908628.25;0;48557.51;33770.98;44.302865;11.449899;39.98;0.54;12.83;5.11;0.1;2.71;14.99;0.53;1.85;0.06
Reno026;694847.82;4908456.46;0;47904.52;33599.19;44.301495;11.441656;47.06;0.61;15.71;6.33;0.13;3.17;8.9;0.6;2.39;0.07
Reno027;695560.8;4907160.41;0;48617.5;32303.14;44.289646;11.450101;41.14;0.54;13.22;5.06;0.11;2.68;14.68;0.48;1.92;0.07
Reno028;695722.83;4906188.34;0;48779.53;31331.07;44.280859;11.451766;44.87;0.62;15.71;5.55;0.09;2.93;9.57;0.6;2.28;0.07
Reno029;695009.85;4905670.45;0;48066.55;30813.18;44.276392;11.442646;46.59;0.65;16.03;5.95;0.09;4.15;6.85;0.55;2.37;0.06
Reno030;696857.84;4905264.25;0;49914.54;30406.98;44.272241;11.465629;43.11;0.58;14.28;5.69;0.13;2.69;11.59;0.48;1.98;0.07
Reno031;696987.88;4904454.23;0;50044.58;29596.96;44.26492;11.466952;45.73;0.6;15.81;6.37;0.16;2.78;9.21;0.42;2.28;0.07
Reno032;697117.85;4902494.31;0;50174.55;27637.04;44.247256;11.467841;43.96;0.61;14.7;5.76;0.1;2.85;11.26;0.49;2.28;0.07
Reno033;696482.84;4902033.32;0;49539.54;27176.05;44.243281;11.459722;45.02;0.59;15.75;5.86;0.1;2.79;9.75;0.42;2.44;0.07
Reno034;695088.82;4899262.36;0;48145.52;24405.09;44.218731;11.441248;49.1;0.57;13.93;4.78;0.11;3.82;9.89;1.08;2.22;0.11
Reno035;696487.71;4901020.21;0;49544.41;26162.94;44.234167;11.459403;46.22;0.43;10.97;3.91;0.09;3.46;15.37;1.1;1.77;0.11
Reno036;694861.8;4901190.37;0;47918.5;26333.1;44.236134;11.439125;42.9;0.52;13.41;5.05;0.13;2.83;14.02;0.56;1.94;0.09
Reno037;695088.82;4899262.36;0;48145.52;24405.09;44.218731;11.441248;47.24;0.6;15.59;6.1;0.16;2.95;8.77;0.54;2.28;0.08
Reno038;694164.81;4899165.47;0;47221.51;24308.2;44.218106;11.429655;45.34;0.59;14.77;5.82;0.13;2.72;10.29;0.51;2.14;0.1
Reno039;710921.99;4920609.35;0;63978.69;45752.08;44.406306;11.647882;45.62;0.45;10.08;3.89;0.16;2.61;17.68;1.02;1.65;0.12
Reno040;711200.01;4915795.15;0;64256.71;40937.88;44.36293;11.649415;46.63;0.44;10.13;3.97;0.25;2.68;16.82;1.09;1.67;0.13
Reno041;709189.01;4914937.37;0;62245.71;40080.1;44.355798;11.62386;46.48;0.41;10.27;4;0.17;2.65;16.93;1.08;1.7;0.11
Reno042;707080.96;4913997.55;0;60137.66;39140.28;44.34795;11.597062;47.28;0.39;10.11;3.9;0.13;2.71;17.01;1.17;1.73;0.1
Reno043;706010.93;4912393.62;0;59067.63;37536.35;44.333829;11.583017;46.47;0.55;13.17;5.41;0.11;3.08;12.14;0.8;2.11;0.09
Reno044;705362.9;4910740.65;0;58419.6;35883.38;44.319146;11.574246;46.69;0.55;13.5;5.22;0.1;2.85;11.7;0.71;2.03;0.1
Reno045;703854.94;4910205.8;0;56911.64;35348.53;44.31476;11.555146;44.6;0.54;13.29;5.57;0.13;2.96;12.5;0.58;2.1;0.09
Reno046;720418.11;4912876.2;0;73474.81;38018.93;44.333941;11.763731;42.2;0.59;12.11;4.88;0.11;3.43;15.08;0.48;2.04;0.12
Reno047;717819.29;4909084.26;0;70875.99;34226.99;44.300625;11.729588;39.75;0.59;13.72;5.62;0.13;3.35;14.26;0.13;2.11;0.13
Reno048;694171.79;4925028.59;0;47228.49;50171.32;44.450737;11.439373;50.24;0.38;10.49;3.47;0.12;2.39;15.27;0.88;1.75;0.09
Reno049;694359.23;4923925.18;0;47415.93;49067.91;44.440762;11.441313;47.11;0.57;14.63;5.47;0.12;3.01;10.54;0.45;1.98;0.09
Reno050;693174.82;4921174.66;0;46231.52;46317.39;44.416339;11.425419;38.6;0.49;11.81;4.38;0.11;2.86;17.31;0.46;1.65;0.1
Reno051;691146.76;4903200.72;0;44203.46;28343.45;44.255201;11.393378;47.34;0.67;16.44;6.16;0.1;3.27;8.35;0.53;2.08;0.1
Reno052;690204.77;4903411.99;0;43261.47;28554.72;44.257348;11.381665;43.78;0.57;14.32;5.37;0.08;2.8;12.49;0.59;1.91;0.09
Reno053;689683.77;4901326.81;0;42740.47;26469.54;44.238727;11.374389;48.63;0.75;17.82;6.93;0.11;3.17;5.94;0.6;2.3;0.09
Reno054;687161.73;4898202.94;0;40218.43;23345.67;44.211278;11.341717;49.66;0.65;16.23;5.68;0.1;2.84;8.79;0.61;2.15;0.09
Reno055;688039.74;4899823.83;0;41096.44;24966.56;44.225633;11.353279;49.04;0.5;12.64;4.08;0.09;2.19;12.8;0.86;1.87;0.08
Reno056;693898.83;4917843.62;0;46955.53;42986.35;44.386184;11.433262;36.22;0.37;8.63;3.46;0.07;2.46;21.78;0.51;1.17;0.19
Reno057;691815.99;4913150.09;0;44872.69;38292.82;44.34452;11.405407;39.23;0.38;8.76;3.18;0.08;2.76;22.17;0.7;1.45;0.11
Reno058;692378.62;4914368.09;0;45435.32;39510.82;44.355327;11.412909;51.53;0.38;8.16;2.62;0.16;2.16;20.64;1.17;1.41;0.08
Reno059;691468.82;4909345.69;0;44525.52;34488.42;44.310391;11.399659;43.54;0.46;11;4.66;0.09;2.84;16.94;0.67;1.61;0.13
Reno060;691344.75;4906719.73;0;44401.45;31862.46;44.286803;11.397143;50.67;0.55;14.61;5.2;0.12;2.79;10.1;0.73;1.94;0.09
Reno061;690427.81;4904737.73;0;43484.51;29880.46;44.269215;11.384939;47.56;0.58;14.26;4.99;0.1;2.67;11.6;0.7;1.9;0.09
Reno062;691661.77;4905773.71;0;44718.47;30916.44;44.27821;11.400766;48.5;0.67;16.95;6.06;0.1;3.44;6.83;0.5;2.12;0.09
Reno063;694593.81;4926862.64;0;47650.51;52005.37;44.46712;11.445361;46.94;0.47;11.68;4.02;0.1;3;16.4;0.73;1.69;0.11
Reno064;695386.78;4923443.51;0;48443.48;48586.24;44.436153;11.454032;45.05;0.51;12.15;4.63;0.11;1.99;14.1;0.62;1.82;0.09
Reno065;694022.78;4916951.56;0;47079.48;42094.29;44.378127;11.434484;50.39;0.65;15.72;6.21;0.11;2.8;7.47;0.63;2.25;0.08
Reno066;693258.81;4915115.61;0;46315.51;40258.34;44.361817;11.424221;42.1;0.42;9.33;3.5;0.08;2.76;20.8;0.96;1.62;0.1
Reno067;692287.82;4912764.62;0;45344.52;37907.35;44.340928;11.411179;43.64;0.37;8.53;2.97;0.08;2.53;21.57;1.04;1.67;0.1
Reno068;688795.89;4899531.72;0;41852.59;24674.45;44.22281;11.362633;53.21;0.76;18.39;6.49;0.14;2.78;4;0.8;2.61;0.09
Reno069;687133.78;4896018.96;0;40190.48;21161.69;44.191639;11.340589;49.61;0.76;15.53;5.47;0.09;2.6;7.87;0.52;2.45;0.12
Reno070;693700.76;4924508.59;0;46757.46;49651.32;44.446186;11.433264;50.34;0.41;10.37;3.68;0.11;2.48;14.26;0.93;1.64;0.09
Reno071;687650.77;4902928.93;0;40707.47;28071.66;44.253665;11.349525;43.99;0.51;12;3.69;0.09;1.72;17.23;0.71;1.75;0.07
Reno072;688914.76;4904960.83;0;41971.46;30103.56;44.271616;11.366078;60.51;0.38;12.19;2.89;0.22;1.5;7.26;1.26;2.34;0.33
Reno073;688979.67;4909160.01;0;42036.37;34302.74;44.309372;11.368409;56.46;0.38;10.68;3.38;0.08;2.02;11.05;1.01;1.84;0.11
Reno074;691766.78;4923492.77;0;44823.48;48635.5;44.437564;11.408605;49.84;0.41;11.63;4.02;0.11;2.77;13.74;0.83;1.82;0.1
Reno075;690625.77;4921262.8;0;43682.47;46405.53;44.417807;11.393461;48.82;0.51;12.54;4.75;0.12;2.78;12.33;0.66;1.72;0.11
Reno076;690923.75;4919429.81;0;43980.45;44572.54;44.401241;11.396527;47.21;0.37;8.73;3.25;0.14;2.51;17.67;0.91;1.45;0.1
Reno077;691787.8;4916653.68;0;44844.5;41796.41;44.376042;11.406344;50.72;0.36;8.95;3.18;0.12;2.52;17.74;0.98;1.49;0.08
Reno078;690046.77;4914102.82;0;43103.47;39245.55;44.353555;11.383578;52.91;0.29;8.89;3.01;0.11;2.68;15.59;1.11;1.57;0.08
Reno079;688889.73;4913309.96;0;41946.43;38452.69;44.346725;11.368785;44.87;0.33;9.25;3.29;0.11;2.54;18.79;0.76;1.43;0.08
Reno080;687550.76;4913755.96;0;40607.46;38898.69;44.351084;11.352161;49.07;0.28;8.03;3.54;0.16;3.13;17.53;1.3;1.29;0.05
Reno081;688096.72;4914870.91;0;41153.42;40013.64;44.360972;11.359408;50.38;0.36;9.02;3.57;0.16;2.84;16.4;1.31;1.47;0.07
Reno082;690046.8;4918548.83;0;43103.5;43691.56;44.393547;11.385202;49.3;0.58;14.22;5.64;0.14;2.83;9.31;0.72;2.25;0.1
Reno083;689832.76;4917521.92;0;42889.46;42664.65;44.384366;11.382142;51.92;0.54;12.62;5.46;0.11;2.89;9.79;1.05;1.88;0.1
Reno084;689658.77;4920271.93;0;42715.47;45414.66;44.409148;11.380963;50.1;0.57;13.5;5.32;0.1;2.9;9.38;0.88;2.2;0.13
Reno085;687873.73;4910014.95;0;40930.43;35157.68;44.317349;11.354862;48.78;0.58;14.04;5.35;0.09;2.74;10.28;0.71;2.2;0.09
Reno086;688220.72;4907635.9;0;41277.42;32778.63;44.295859;11.358352;61.7;0.41;11.76;2.69;0.05;1.54;7.86;1.84;2.55;0.11
Reno087;687476.71;4906298.99;0;40533.41;31441.72;44.284025;11.348554;76.21;0.22;9.57;1.09;0.03;0.61;3.29;2.39;2.84;0.05
Reno088;702223.91;4922146.02;0;55280.61;47288.75;44.422606;11.539353;51.04;0.61;13.69;4.69;0.17;2.22;9.14;0.51;1.83;0.19
Reno089;705377.69;4923324.34;0;58434.39;48467.07;44.432316;11.579398;48.86;0.68;15;5.83;0.15;2.98;9.07;0.47;2.55;0.11
Reno090;702167.95;4919325.83;0;55224.65;44468.56;44.397257;11.537553;51.22;0.66;15.65;5.77;0.13;3;7.42;0.55;2.69;0.11
Reno091;701772.92;4918030.96;0;54829.62;43173.69;44.385721;11.532095;47.08;0.63;15.87;5.89;0.13;3.1;8.8;0.35;2.74;0.09
Reno092;701283.86;4917524.08;0;54340.56;42666.81;44.381298;11.525765;45.17;0.63;15.74;5.95;0.12;3.13;8.57;0.37;2.68;0.1
Reno093;699779.88;4916961.19;0;52836.58;42103.92;44.376651;11.506687;48.09;0.52;12.6;4.45;0.13;2.46;12.47;0.52;2.27;0.11
Reno094;703400.65;4887460.57;0;56457.35;12603.3;44.110312;11.540639;37.29;0.47;9.61;3.73;0.1;2.99;22.31;0.79;1.62;0.12
Reno095;701288.87;4885887.9;0;54345.57;11030.63;44.09675;11.513676;33.29;0.45;9.51;3.68;0.11;3.21;25.46;0.67;1.56;0.12
Reno096;702064.9;4887690.84;0;55121.6;12833.57;44.112753;11.524052;36.2;0.48;9.69;3.75;0.11;2.81;22.78;0.75;1.65;0.17
Reno097;703368.95;4888284.66;0;56425.65;13427.39;44.117733;11.540561;35.44;0.54;10.04;4.22;0.11;3.43;23.59;0.59;1.7;0.13
Reno098;705428.92;4886441.5;0;58485.62;11584.23;44.10058;11.565562;26.53;0.39;7.99;3.43;0.1;2.81;29.51;0.44;1.36;0.07
Reno099;704102.97;4887043.14;0;57159.67;12185.87;44.106362;11.549245;27.37;0.46;8.66;3.58;0.11;2.65;29.78;0.37;1.39;0.12
Reno100;704461.89;4888466.61;0;57518.59;13609.34;44.119065;11.554277;37.02;0.49;10.32;4.02;0.11;3.22;18.74;0.53;1.64;0.24
Reno101;705231.94;4891318.61;0;58288.64;16461.34;44.144501;11.565002;27.9;0.42;8.23;3.37;0.11;3.22;30.37;0.5;1.45;0.08
Reno102;706262.27;4890561.77;0;59318.97;15704.5;44.137404;11.577575;21.84;0.33;6.69;2.64;0.09;2.6;34.26;0.41;1.07;0.06
Reno103;707145.96;4891720.4;0;60202.66;16863.13;44.147575;11.589067;30.74;0.45;9.01;3.71;0.12;3.44;27.47;0.55;1.55;0.1
Reno104;707017.98;4893092.39;0;60074.68;18235.12;44.159951;11.588008;28.74;0.38;7.52;2.98;0.11;2.67;31.42;0.5;1.25;0.11
Reno105;706713.99;4893466.42;0;59770.69;18609.15;44.163401;11.584357;25.33;0.39;7.91;3.35;0.12;2.76;31.04;0.35;1.36;0.1
Reno106;706300.47;4894508.35;0;59357.17;19651.08;44.172889;11.579599;30.41;0.48;8.99;3.7;0.12;3.39;27.42;0.51;1.57;0.1
Reno107;707222.46;4893877.8;0;60279.16;19020.53;44.166957;11.590872;28.59;0.47;9.07;3.82;0.1;2.74;27.06;0.41;1.54;0.1
Reno108;707356.93;4895137.45;0;60413.63;20280.18;44.178248;11.593049;38.71;0.54;11.37;4.53;0.11;3.87;17.13;0.73;1.94;0.12
Reno109;706957.5;4896572.05;0;60014.2;21714.78;44.191264;11.588622;34.34;0.51;11.15;4.29;0.1;3.95;19.76;0.42;1.85;0.11
Reno110;707901.99;4896735.42;0;60958.69;21878.15;44.192465;11.600493;38.06;0.54;11.49;4.54;0.11;3.86;17.48;0.7;1.94;0.12
Reno111;708028.93;4897483.39;0;61085.63;22626.12;44.199156;11.602376;36.85;0.5;11.33;4.39;0.1;4.29;18.83;0.54;1.9;0.12
Reno112;708912.95;4897446.31;0;61969.65;22589.04;44.19857;11.613413;41.82;0.43;9.52;3.31;0.1;4.04;18.65;1.02;1.69;0.11
Reno113;708682.97;4899026.32;0;61739.67;24169.05;44.212846;11.611166;52.77;0.6;13.5;4.11;0.11;4.27;9.72;1.28;2.31;0.2
Reno114;710027.1;4899102.45;0;63083.8;24245.18;44.213145;11.628004;46.38;0.61;13.55;4.71;0.12;4.15;11.76;0.79;2.24;0.18
Reno115;709447.97;4900126.23;0;62504.67;25268.96;44.222519;11.621171;38.86;0.5;11.14;4.16;0.11;3.82;18.61;0.64;1.88;0.14
Reno116;711666.01;4901086.07;0;64722.71;26228.8;44.230511;11.649298;50.82;0.66;12.43;4.26;0.12;4.15;11.83;1.13;2.06;0.19
Reno117;710201.01;4901164.15;0;63257.71;26306.88;44.231637;11.631005;48.45;0.65;13.35;4.83;0.13;4.25;11.58;0.93;2.22;0.19
Reno118;710567.03;4901736.18;0;63623.73;26878.91;44.236676;11.635813;48.7;1.07;12.4;5.35;0.17;4.31;13.74;1.06;1.95;0.23
Reno119;712103.03;4903450.03;0;65159.73;28592.76;44.251644;11.655721;40.45;0.56;11.76;4.59;0.22;4.07;16.7;0.56;1.93;0.2
Reno120;712609.51;4901860.03;0;65666.21;27002.76;44.237197;11.661413;48.77;0.7;12.21;4.23;0.13;4.89;13.73;1.23;2.02;0.2
Reno121;712080.98;4902552.99;0;65137.68;27695.72;44.243583;11.655082;48.68;0.58;11.88;4.05;0.11;3.92;12.86;1.2;2.04;0.16
Reno122;713324.04;4904849.91;0;66380.74;29992.64;44.263877;11.671569;39.87;0.58;11.61;4.61;0.12;2.87;17.11;0.45;1.76;0.13
Reno123;715133.02;4904996.7;0;68189.72;30139.43;44.264665;11.694268;43.2;0.6;12.21;4.83;0.12;2.97;15.69;0.54;1.85;0.17
Reno124;715383.08;4905396.67;0;68439.78;30539.4;44.268188;11.697562;48.63;0.6;11.46;4.13;0.11;3.77;13.25;1.19;1.95;0.18
Reno125;716254.03;4905330.63;0;69310.73;30473.36;44.267336;11.708435;40.58;0.54;11.04;4.31;0.14;3.21;17.86;0.63;1.67;0.19
Reno126;719933.1;4905105.31;0;72989.8;30248.04;44.264208;11.754383;39.61;0.56;11.48;4.4;0.13;3.73;17.81;0.57;1.84;0.15
Reno127;716749.01;4901247.22;0;69805.71;26389.95;44.230467;11.71294;49.52;0.65;11.32;3.87;0.12;4.05;13.85;1.23;1.86;0.17
Reno128;713389.01;4898765.92;0;66445.71;23908.65;44.209143;11.669905;42.16;0.54;11.17;4.02;0.11;3.79;17.48;0.84;1.89;0.13
Reno129;710276.01;4894059.18;0;63332.71;19201.91;44.167716;11.629098;38.7;0.52;10.29;3.86;0.11;3.47;20.55;0.8;1.76;0.12
Reno130;711683.05;4896087;0;64739.75;21229.73;44.185547;11.647495;35.33;0.51;10.81;4.07;0.11;3.8;21.55;0.54;1.79;0.12
Reno131;718200.11;4905975.43;0;71256.81;31118.16;44.272554;11.733059;43.01;0.59;12.37;4.55;0.12;3.92;14.98;0.72;2;0.18
Reno132;725284.8;4910237.92;0;78341.5;35380.65;44.308725;11.823563;47.43;0.6;11.45;4.13;0.11;3.34;14.17;1;1.79;0.16
Reno133;714397.03;4905642.86;0;67453.73;30785.59;44.270693;11.685322;46.75;0.52;10.2;3.99;0.12;3.26;15.96;1.05;1.69;0.15
Reno134;716096.07;4905889.64;0;69152.77;31032.37;44.27241;11.706689;45.75;0.53;11.37;4.5;0.12;3.66;14.4;0.9;1.88;0.17
Reno135;719141.12;4904486.39;0;72197.82;29629.12;44.258881;11.744213;46.69;0.5;11.02;4.31;0.13;3.28;14.81;0.98;1.76;0.15
Reno136;719162.11;4902967.31;0;72218.81;28110.04;44.245214;11.74384;44.88;0.54;12.07;4.54;0.11;3.83;13.79;0.86;2.05;0.14
Reno137;721011.92;4904628.64;0;74068.62;29771.37;44.259595;11.767682;46.5;0.53;10.29;3.62;0.13;3.51;17.1;1.09;1.69;0.17
Reno138;723536.16;4908821.85;0;76592.86;33964.58;44.296531;11.801059;54.39;0.59;13.54;3.79;0.12;2.65;9.91;1.01;1.89;0.14
Reno139;700992.42;4886260.74;0;54049.12;11403.47;44.100185;11.510118;42.2;0.55;12.35;4.65;0.14;3.41;17.77;1.05;2.03;0.02
Reno140;701240.47;4885229.58;0;54297.17;10372.31;44.090842;11.512821;50.29;0.5;11.86;4.32;0.13;3;13.38;1.44;1.83;0.09
Reno141;709329.52;4892051.38;0;62386.22;17194.11;44.14993;11.616473;40.64;0.58;13.67;5.41;0.13;4.63;12.39;0.89;2.41;0.11
Reno142;709471.38;4893094.17;0;62528.08;18236.9;44.159268;11.61866;39.88;0.59;14.03;5.51;0.13;4.49;12.84;0.73;2.43;0.12
Reno143;720468.94;4910536.06;0;73525.64;35678.79;44.312882;11.763379;50.64;0.5;10.82;4.01;0.13;3.74;11.83;1.57;1.87;0.11
Reno144;721366.85;4911232.63;0;74423.55;36375.36;44.318873;11.77492;42.38;0.55;11.91;4.51;0.13;3.87;15;1.08;1.99;0.1
Reno145;705227.68;4896618.94;0;58284.38;21761.67;44.192174;11.567017;39.54;0.61;13.61;5.74;0.13;4.62;13.12;0.77;2.51;0.14
Reno146;702625.91;4885995.92;0;55682.61;11138.65;44.097353;11.530405;42.4;0.53;12;4.39;0.12;3.91;14;1.12;1.98;0.12
Reno147;702522.46;4884935.31;0;55579.16;10078.04;44.087842;11.528707;47.02;0.53;12.4;4.5;0.13;3.26;15.41;1.21;1.97;0.08
Reno148;704131.05;4896278.45;0;57187.75;21421.18;44.189419;11.553176;43.88;0.51;11.39;3.69;0.11;3.85;14.01;1.27;1.85;0.11
Reno149;702479.93;4888788.81;0;55536.63;13931.54;44.122514;11.529655;46.48;0.53;12.62;4.46;0.13;3.07;15.17;1.26;1.93;0.09
Reno150;701678.29;4888976.22;0;54734.99;14118.95;44.124421;11.519717;46.78;0.53;12.35;4.34;0.12;3.09;14.76;1.26;1.92;0.07
Reno151;712866.79;4909988.48;0;65923.49;35131.21;44.310223;11.667939;44.55;0.48;10.77;3.83;0.12;3.77;14.25;1.27;1.8;0.1
Reno152;715106.55;4900233.18;0;68163.25;25375.91;44.221834;11.691981;43.67;0.56;12.38;4.9;0.14;3.86;15.78;1;2.09;0.11
Reno153;701677.99;4888975.44;0;54734.69;14118.17;44.124414;11.519713;44.48;0.61;13.45;5.03;0.14;3.51;15.61;0.99;2.09;0.09
Reno154;704794.77;4888855.08;0;57851.47;13997.81;44.122466;11.558584;47.16;0.54;12.96;4.59;0.13;3.22;14.41;1.16;2.01;0.08
Reno155;714574.61;4899429.5;0;67631.31;24572.23;44.214763;11.685;43.66;0.59;12.94;4.91;0.13;4.41;14.52;0.95;2.27;0.09
Reno156;703114.83;4895419.64;0;56171.53;20562.37;44.181978;11.540141;46.19;0.53;12.15;3.94;0.12;3.97;14.58;1.3;1.96;0.12
Reno157;710939.44;4908653.31;0;63996.14;33796.04;44.298777;11.64326;41.93;0.61;12.59;4.99;0.13;4.03;17.19;0.99;2.16;0.1
Reno158;702456.99;4895215.1;0;55513.69;20357.83;44.180321;11.53184;40.05;0.59;13.99;5.4;0.13;4.52;12.76;0.81;2.41;0.1
Reno159;712890.73;4897989.4;0;65947.43;23132.13;44.202305;11.66336;42;0.56;12.68;4.72;0.13;3.86;15.23;0.98;2.02;0.12
Reno160;709574.97;4891066.62;0;62631.67;16209.35;44.141003;11.619147;39.94;0.6;14.06;5.53;0.13;4.47;12.82;0.75;2.43;0.14
Reno161;702506.05;4884929.47;0;55562.75;10072.2;44.087794;11.5285;44.09;0.6;12.51;4.88;0.13;4.09;15.21;1.09;2.16;0.1
Reno162;705938.23;4896534.11;0;58994.93;21676.84;44.191211;11.575866;39.86;0.6;13.48;5.68;0.13;4.58;13.03;0.79;2.5;0.12
Reno163;700330.11;4900383.33;0;53386.81;25526.06;44.227393;11.507229;31.08;0.38;8.19;3.3;0.1;2.8;22.26;0.78;1.35;0.08
Reno164;704622.76;4904104.67;0;57679.46;29247.4;44.259671;11.562376;41.84;0.56;12.23;4.83;0.14;3.98;15.53;1;2.05;0.11
Reno165;702639.28;4898223.62;0;55695.98;23366.35;44.20733;11.535279;42.09;0.51;11.91;4.49;0.13;3.29;17.19;1.03;1.93;0.03
Reno166;701894.29;4898355.21;0;54950.99;23497.94;44.20872;11.526014;45.58;0.52;12.12;4.4;0.13;3.2;15.25;1.23;1.9;0.11
Reno167;704097.9;4904788.32;0;57154.6;29931.05;44.265967;11.556074;45.49;0.55;11.4;4.44;0.14;3.95;15.19;1.23;1.97;0.12
Reno168;692685.36;4882123.66;0;45742.06;7266.39;44.065203;11.404916;39.02;0.55;12.23;4.76;0.12;3.51;15.73;0.85;1.8;0.13
Reno169;709183.78;4907060.5;0;62240.48;32203.23;44.284959;11.620637;42.62;0.58;12.78;4.97;0.13;3.96;15.52;0.96;2.14;0.1
Reno170;700460.04;4900845.7;0;53516.74;25988.43;44.231516;11.509031;31.35;0.38;8.17;3.04;0.11;2.76;22.74;0.69;1.29;0.06
Reno171;698922.52;4894529.79;0;51979.22;19672.52;44.175128;11.487404;34.03;0.48;10.19;3.96;0.11;3.5;19.41;0.96;1.67;0.08
Reno172;699934.23;4896471.88;0;52990.93;21614.61;44.19232;11.500787;32.24;0.47;9.52;3.94;0.12;3.49;20.43;0.94;1.64;0.11
Reno173;709808.15;4907372.14;0;62864.85;32514.87;44.287582;11.628579;42.13;0.59;13.21;5.03;0.13;4.03;15.4;0.97;2.19;0.08
Reno174;694621.37;4884195.23;0;47678.07;9337.96;44.083326;11.429831;38.11;0.54;12.11;4.7;0.12;3.43;16.39;0.81;1.77;0.13
Reno175;701896.87;4902138.9;0;54953.57;27281.63;44.242751;11.527503;43.05;0.61;12.97;5.05;0.13;4.1;15.61;0.95;2.21;0.13
Reno176;695332.39;4891097.36;0;48389.09;16240.09;44.145222;11.44126;19.84;0.28;6.35;2.11;0.11;2.28;32.7;0.56;0.98;0.01
