rank;LName;X;Y;Z;facies;Porosity;P
;;m;m;m;;;
N;N;R+;R+;D;K;R;R+
;;;;;;;
;;;;;;;
;;;;;;;Normal score
1657;17;675;855;-1024.25;3;0.19;-0.3339005
1658;17;675;855;-1024.75;3;0.2;-0.1402429
1659;17;675;855;-1025.25;4;0.01;-1.134826
1660;17;675;855;-1025.75;4;0.01;-1.132251
1661;17;675;855;-1026.25;4;0.01;-1.129684
1662;17;675;855;-1026.75;3;0.2;-0.1388781
1663;17;675;855;-1027.25;3;0.21;0.03172377
1664;17;675;855;-1027.75;1;0.39;1.595434
1665;17;675;855;-1028.25;1;0.39;1.600284
1666;17;675;855;-1028.75;1;0.39;1.605173
1667;17;675;855;-1029.25;2;0.28;0.5634176
1668;17;675;855;-1029.75;2;0.28;0.5650059
1669;17;675;855;-1030.25;2;0.28;0.5665956
1670;17;675;855;-1030.75;2;0.28;0.5681868
1671;17;675;855;-1031.25;2;0.28;0.5697794
1672;17;675;855;-1031.75;2;0.28;0.5713734
1673;17;675;855;-1032.25;2;0.27;0.50714
1674;17;675;855;-1032.75;2;0.27;0.5086809
1675;17;675;855;-1033.25;2;0.26;0.4300442
1676;17;675;855;-1033.75;2;0.26;0.4315299
1677;17;675;855;-1034.25;2;0.25;0.3684547
1678;17;675;855;-1034.75;2;0.25;0.3699039
1679;17;675;855;-1035.25;2;0.24;0.3096697
1680;17;675;855;-1035.75;2;0.24;0.3110898
1681;17;675;855;-1036.25;2;0.23;0.2491638
1682;17;675;855;-1036.75;2;0.23;0.2505594
1683;17;675;855;-1037.25;1;0.37;1.280806
1684;17;675;855;-1037.75;2;0.23;0.2519556
1685;17;675;855;-1038.25;2;0.23;0.2533523
1686;17;675;855;-1038.75;1;0.36;1.158346
1687;17;675;855;-1039.25;1;0.37;1.283887
1688;17;675;855;-1039.75;2;0.24;0.3125105
1689;17;675;855;-1040.25;3;0.21;0.03307448
1690;17;675;855;-1040.75;3;0.21;0.03442528
1691;17;675;855;-1041.25;3;0.2;-0.1375135
1692;17;675;855;-1041.75;3;0.2;-0.1361493
1693;17;675;855;-1042.25;4;0.01;-1.127124
1694;17;675;855;-1042.75;3;0.22;0.1607499
1695;17;675;855;-1043.25;3;0.23;0.2547495
1696;18;745;1105;-1002.25;3;0.22;0.1621194
1697;18;745;1105;-1002.75;3;0.21;0.03577617
1698;18;745;1105;-1003.25;3;0.21;0.03712714
1699;18;745;1105;-1003.75;4;0.01;-1.124571
1700;18;745;1105;-1004.25;4;0.01;-1.122026
1701;18;745;1105;-1004.75;3;0.21;0.0384782
1702;18;745;1105;-1005.25;3;0.21;0.03982936
1703;18;745;1105;-1005.75;3;0.22;0.1634893
1704;18;745;1105;-1006.25;3;0.21;0.04118061
1705;18;745;1105;-1006.75;3;0.21;0.04253195
1706;18;745;1105;-1007.25;3;0.21;0.0438834
1707;18;745;1105;-1007.75;2;0.28;0.5729689
1708;18;745;1105;-1008.25;1;0.36;1.160999
1709;18;745;1105;-1008.75;1;0.35;1.030194
1710;18;745;1105;-1009.25;1;0.34;0.9253184
1711;18;745;1105;-1009.75;1;0.34;0.927399
1712;18;745;1105;-1010.25;1;0.33;0.8431953
1713;18;745;1105;-1010.75;1;0.33;0.84513
1714;18;745;1105;-1011.25;1;0.32;0.7645816
1715;18;745;1105;-1011.75;3;0.22;0.1648596
1716;18;745;1105;-1012.25;3;0.22;0.1662301
1717;18;745;1105;-1012.75;2;0.26;0.4330166
1718;18;745;1105;-1013.25;1;0.31;0.7094725
1719;18;745;1105;-1013.75;1;0.31;0.7112161
1720;18;745;1105;-1014.25;1;0.31;0.7129619
1721;18;745;1105;-1014.75;1;0.28;0.5745659
1722;18;745;1105;-1015.25;1;0.29;0.6199039
1723;18;745;1105;-1015.75;3;0.2;-0.1347853
1724;18;745;1105;-1016.25;3;0.21;0.04523495
1725;18;745;1105;-1016.75;2;0.31;0.7147098
1726;18;745;1105;-1017.25;2;0.31;0.7164599
1727;18;745;1105;-1017.75;2;0.3;0.6665567
1728;18;745;1105;-1018.25;3;0.19;-0.3324697
1729;18;745;1105;-1018.75;3;0.19;-0.3310397
1730;18;745;1105;-1019.25;3;0.19;-0.3296103
1731;18;745;1105;-1019.75;3;0.17;-0.7182123
1732;18;745;1105;-1020.25;3;0.17;-0.7164599
1733;18;745;1105;-1020.75;4;0.01;-1.119488
1734;18;745;1105;-1021.25;3;0.18;-0.521052
1735;18;745;1105;-1021.75;4;0.01;-1.116957
1736;18;745;1105;-1022.25;4;0.01;-1.114433
1737;18;745;1105;-1022.75;3;0.19;-0.3281817
1738;18;745;1105;-1023.25;4;0.01;-1.111916
1739;18;745;1105;-1023.75;3;0.18;-0.5195012
1740;18;745;1105;-1024.25;3;0.18;-0.5179518
1741;18;745;1105;-1024.75;3;0.18;-0.5164035
1742;18;745;1105;-1025.25;3;0.19;-0.3267537
1743;18;745;1105;-1025.75;3;0.18;-0.5148565
1744;18;745;1105;-1026.25;2;0.27;0.5102229
1745;18;745;1105;-1026.75;2;0.26;0.4345043
1746;18;745;1105;-1027.25;2;0.26;0.4359929
1747;18;745;1105;-1027.75;3;0.17;-0.7147098
1748;18;745;1105;-1028.25;3;0.18;-0.5133108
1749;18;745;1105;-1028.75;3;0.18;-0.5117662
1750;18;745;1105;-1029.25;3;0.19;-0.3253264
1751;18;745;1105;-1029.75;3;0.19;-0.3238997
1752;18;745;1105;-1030.25;3;0.18;-0.5102229
1753;18;745;1105;-1030.75;3;0.17;-0.7129619
1754;18;745;1105;-1031.25;3;0.17;-0.7112161
1755;18;745;1105;-1031.75;4;0.01;-1.109407
1756;18;745;1105;-1032.25;4;0.01;-1.106904
1757;18;745;1105;-1032.75;4;0.01;-1.104408
1758;18;745;1105;-1033.25;3;0.19;-0.3224738
1759;18;745;1105;-1033.75;3;0.2;-0.1334216
1760;18;745;1105;-1034.25;3;0.2;-0.1320581
1761;18;745;1105;-1034.75;2;0.19;-0.3210485
1762;18;745;1105;-1035.25;2;0.19;-0.3196238
1763;18;745;1105;-1035.75;2;0.19;-0.3181999
1764;18;745;1105;-1036.25;2;0.18;-0.5086809
1765;18;745;1105;-1036.75;2;0.18;-0.50714
1766;18;745;1105;-1037.25;2;0.19;-0.3167765
1767;18;745;1105;-1037.75;2;0.19;-0.3153539
1768;18;745;1105;-1038.25;2;0.19;-0.3139319
1769;19;775;785;-994.75;3;0.19;-0.3125105
1770;19;775;785;-995.25;3;0.19;-0.3110898
1771;19;775;785;-995.75;4;0.01;-1.101919
1772;19;775;785;-996.25;1;0.39;1.6101
1773;19;775;785;-996.75;1;0.39;1.615066
1774;19;775;785;-997.25;1;0.36;1.163661
1775;19;775;785;-997.75;1;0.37;1.28698
1776;19;775;785;-998.25;1;0.35;1.032499
1777;19;775;785;-998.75;1;0.35;1.03481
1778;19;775;785;-999.25;1;0.35;1.037127
1779;19;775;785;-999.75;2;0.34;0.9294837
1780;19;775;785;-1000.25;1;0.36;1.16633
1781;19;775;785;-1000.75;3;0.21;0.0465866
1782;19;775;785;-1001.25;2;0.35;1.039449
1783;19;775;785;-1001.75;1;0.37;1.290086
1784;19;775;785;-1002.25;1;0.36;1.169008
1785;19;775;785;-1002.75;1;0.36;1.171694
1786;19;775;785;-1003.25;3;0.22;0.167601
1787;19;775;785;-1003.75;3;0.22;0.1689722
1788;19;775;785;-1004.25;3;0.21;0.04793836
1789;19;775;785;-1004.75;3;0.22;0.1703438
1790;19;775;785;-1005.25;3;0.22;0.1717156
1791;19;775;785;-1005.75;1;0.39;1.620073
1792;19;775;785;-1006.25;1;0.38;1.472627
1793;19;775;785;-1006.75;2;0.29;0.6215464
1794;19;775;785;-1007.25;3;0.21;0.04929023
1795;19;775;785;-1007.75;3;0.22;0.1730879
1796;19;775;785;-1008.25;3;0.21;0.05064221
1797;19;775;785;-1008.75;3;0.21;0.05199431
1798;19;775;785;-1009.25;3;0.21;0.05334652
1799;19;775;785;-1009.75;3;0.22;0.1744604
1800;19;775;785;-1010.25;4;0.01;-1.099437
1801;19;775;785;-1010.75;3;0.23;0.2561472
1802;19;775;785;-1011.25;3;0.22;0.1758333
1803;19;775;785;-1011.75;3;0.21;0.05469885
1804;19;775;785;-1012.25;2;0.21;0.0560513
1805;19;775;785;-1012.75;3;0.21;0.05740388
1806;19;775;785;-1013.25;3;0.22;0.1772066
1807;19;775;785;-1013.75;2;0.22;0.1785802
1808;19;775;785;-1014.25;2;0.22;0.1799542
1809;19;775;785;-1014.75;2;0.22;0.1813285
1810;19;775;785;-1015.25;3;0.2;-0.130695
1811;19;775;785;-1015.75;3;0.2;-0.129332
1812;19;775;785;-1016.25;3;0.2;-0.1279694
1813;19;775;785;-1016.75;4;0.01;-1.096962
1814;19;775;785;-1017.25;4;0.01;-1.094493
1815;19;775;785;-1017.75;4;0.01;-1.092031
1816;19;775;785;-1018.25;3;0.21;0.05875658
1817;19;775;785;-1018.75;3;0.2;-0.1266069
1818;19;775;785;-1019.25;3;0.2;-0.1252448
1819;19;775;785;-1019.75;3;0.2;-0.1238829
1820;19;775;785;-1020.25;2;0.27;0.5117662
1821;19;775;785;-1020.75;2;0.26;0.4374825
1822;19;775;785;-1021.25;2;0.26;0.4389731
1823;19;775;785;-1021.75;2;0.25;0.3713539
1824;19;775;785;-1022.25;2;0.25;0.3728047
1825;19;775;785;-1022.75;2;0.25;0.3742562
1826;19;775;785;-1023.25;2;0.24;0.3139319
1827;19;775;785;-1023.75;2;0.25;0.3757086
1828;19;775;785;-1024.25;2;0.25;0.3771618
1829;19;775;785;-1024.75;2;0.25;0.3786157
1830;19;775;785;-1025.25;2;0.25;0.3800705
1831;19;775;785;-1025.75;2;0.26;0.4404646
1832;19;775;785;-1026.25;3;0.21;0.06010941
1833;19;775;785;-1026.75;3;0.21;0.06146237
1834;19;775;785;-1027.25;3;0.22;0.1827031
1835;19;775;785;-1027.75;3;0.22;0.1840782
1836;19;775;785;-1028.25;4;0.01;-1.089575
1837;19;775;785;-1028.75;4;0.01;-1.087126
1838;19;775;785;-1029.25;4;0.01;-1.084684
1839;19;775;785;-1029.75;4;0.01;-1.082248
1840;19;775;785;-1030.25;3;0.21;0.06281547
1841;19;775;785;-1030.75;2;0.29;0.6231906
1842;19;775;785;-1031.25;3;0.19;-0.3096697
1843;19;775;785;-1031.75;3;0.18;-0.5056003
1844;19;775;785;-1032.25;3;0.19;-0.3082502
1845;19;775;785;-1032.75;3;0.19;-0.3068314
1846;19;775;785;-1033.25;3;0.19;-0.3054132
1847;19;775;785;-1033.75;3;0.2;-0.1225212
1848;19;775;785;-1034.25;3;0.2;-0.1211598
1849;19;775;785;-1034.75;3;0.2;-0.1197986
1850;19;775;785;-1035.25;3;0.2;-0.1184377
1851;19;775;785;-1035.75;2;0.29;0.6248365
1852;19;775;785;-1036.25;3;0.21;0.0641687
